64
-250.0	0	0
-242.06349206349205	0	0
-234.12698412698413	0	0
-226.1904761904762	0	0
-218.25396825396825	0	0
-210.3174603174603	0	0
-202.38095238095238	0	0
-194.44444444444446	0	0
-186.5079365079365	0	0
-178.57142857142856	0	0
-170.63492063492063	0	0
-162.6984126984127	0	0
-154.76190476190476	0	0
-146.8253968253968	0	0
-138.88888888888889	0	0
-130.95238095238096	0	0
-123.01587301587301	0	0
-115.07936507936506	0	0
-107.14285714285714	0	0
-99.20634920634922	0	0
-91.26984126984127	0	0
-83.33333333333331	0	0
-75.39682539682539	0	0
-67.46031746031747	0	0
-59.52380952380952	0	0
-51.58730158730157	0	0
-43.650793650793645	0	0
-35.71428571428572	0	0
-27.77777777777777	0	0
-19.84126984126982	0	0
-11.904761904761898	0	0
-3.9682539682539755	0	0
3.9682539682539755	0	0
11.904761904761926	0	0
19.841269841269877	0	0
27.77777777777777	0	0
35.71428571428572	0	0
43.65079365079367	0	0
51.58730158730157	0	0
59.52380952380952	0	0
67.46031746031747	0	0
75.39682539682542	0	0
83.33333333333337	0	0
91.26984126984127	0	0
99.20634920634922	0	0
107.14285714285717	0	0
115.07936507936506	0	0
123.01587301587301	0	0
130.95238095238096	0	0
138.8888888888889	0	0
146.82539682539687	0	0
154.76190476190476	0	0
162.6984126984127	0	0
170.63492063492066	0	0
178.57142857142856	0	0
186.5079365079365	0	0
194.44444444444446	0	0
202.3809523809524	0	0
210.31746031746036	0	0
218.25396825396825	0	0
226.1904761904762	0	0
234.12698412698415	0	0
242.06349206349205	0	0
250.0	0	0
